Nazwa kierunku,Poziom kształcenia,Profil kształcenia,Tytuł zawodowy,Forma kształcenia,Dyscyplina (Obszar/Dziedzina),Instytucja/jednostka
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Politechnika Śląska; Wydział Matematyki Stosowanej
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Politechnika Śląska; Wydział Matematyki Stosowanej
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Akademia Techniczno-Humanistyczna w Bielsku-Białej; Wydział Budowy Maszyn i Informatyki
Informatyka,Drugiego stopnia,Ogólnoakademicki,Magister inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Akademia Techniczno-Humanistyczna w Bielsku-Białej; Wydział Budowy Maszyn i Informatyki
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Wyższa Szkoła Informatyki i Ekonomii TWP w Olsztynie; Wydział Nauk Społecznych
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,Niestacjonarne,,Wielkopolska Wyższa Szkoła Społeczno-Ekonomiczna w Środzie Wielkopolskiej; Wydział Ekonomiczny
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Wielkopolska Wyższa Szkoła Społeczno-Ekonomiczna w Środzie Wielkopolskiej; Wydział Ekonomiczny
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Wielkopolska Wyższa Szkoła Społeczno-Ekonomiczna w Środzie Wielkopolskiej; Wydział Ekonomiczny
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Wielkopolska Wyższa Szkoła Społeczno-Ekonomiczna w Środzie Wielkopolskiej; Wydział Ekonomiczny
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,Niestacjonarne,,Wyższa Szkoła Biznesu w Dąbrowie Górniczej; Wydział Zamiejscowy w Cieszynie
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Wyższa Szkoła Biznesu w Dąbrowie Górniczej; Wydział Zamiejscowy w Cieszynie
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Wyższa Szkoła Biznesu w Dąbrowie Górniczej; Wydział Zamiejscowy w Cieszynie
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Wyższa Szkoła Biznesu w Dąbrowie Górniczej; Wydział Zamiejscowy w Cieszynie
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Wyższa Szkoła Biznesu w Dąbrowie Górniczej; Wydział Zamiejscowy w Cieszynie
Informatyka,Pierwszego stopnia,Praktyczny,Licencjat lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Wyższa Szkoła Bankowa we Wrocławiu; Wydział Finansów i Zarządzania
Informatyka,Pierwszego stopnia,Praktyczny,Licencjat lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
nauki o zarządzaniu (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Wyższa Szkoła Bankowa we Wrocławiu; Wydział Finansów i Zarządzania
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Wyższa Szkoła Technologii Informatycznych w Katowicach; Wydział Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Wyższa Szkoła Technologii Informatycznych w Katowicach; Wydział Informatyki
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Wyższa Szkoła Technologii Informatycznych w Katowicach; Wydział Informatyki
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Wyższa Szkoła Technologii Informatycznych w Katowicach; Wydział Informatyki
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Wyższa Szkoła Technologii Informatycznych w Katowicach; Wydział Informatyki
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Wyższa Szkoła Gospodarki w Bydgoszczy; Kolegium Nauk Technicznych
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Wyższa Szkoła Gospodarki w Bydgoszczy; Kolegium Nauk Technicznych
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)
telekomunikacja (Obszar nauk technicznych/dziedzina nauk technicznych)",Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej; Wydział Inżynieryjny
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Akademia Pomorska w Słupsku; Wydział Matematyczno-Przyrodniczy
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Państwowa Wyższa Szkoła Zawodowa w Płocku; Wydział Nauk Ekonomicznych i Informatyki
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Państwowa Wyższa Szkoła Zawodowa w Płocku; Wydział Nauk Ekonomicznych i Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Państwowa Wyższa Szkoła Zawodowa w Płocku; Wydział Nauk Ekonomicznych i Informatyki
Informatyka,Pierwszego stopnia,Praktyczny,Licencjat lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Państwowa Wyższa Szkoła Zawodowa w Płocku; Wydział Nauk Ekonomicznych i Informatyki
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Akademia im. Jana Długosza w Częstochowie; Wydział Matematyczno-Przyrodniczy
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,Stacjonarne,,Akademia im. Jana Długosza w Częstochowie; Wydział Matematyczno-Przyrodniczy
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Akademia im. Jana Długosza w Częstochowie; Wydział Matematyczno-Przyrodniczy
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych),Akademia im. Jana Długosza w Częstochowie; Wydział Matematyczno-Przyrodniczy
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Państwowa Wyższa Szkoła Informatyki i Przedsiębiorczości w Łomży; Wydział Informatyki i Nauk o Żywności
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Państwowa Wyższa Szkoła Informatyki i Przedsiębiorczości w Łomży; Wydział Informatyki i Nauk o Żywności
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Państwowa Wyższa Szkoła Informatyki i Przedsiębiorczości w Łomży; Wydział Informatyki i Nauk o Żywności
Informatyka,Drugiego stopnia,Praktyczny,Magister lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
automatyka i robotyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)",Państwowa Wyższa Szkoła Informatyki i Przedsiębiorczości w Łomży; Wydział Informatyki i Nauk o Żywności
Informatyka,Drugiego stopnia,Praktyczny,Magister lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
automatyka i robotyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)",Państwowa Wyższa Szkoła Informatyki i Przedsiębiorczości w Łomży; Wydział Informatyki i Nauk o Żywności
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
nauki o bezpieczeństwie (Obszar nauk społecznych/dziedzina nauk społecznych)",Wyższa Szkoła Policji w Szczytnie; Wydział Bezpieczeństwa Wewnętrznego
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Uczelnia Jana Wyżykowskiego; Wydział Nauk Technicznych
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Uczelnia Jana Wyżykowskiego; Wydział Nauk Technicznych
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Uczelnia Jana Wyżykowskiego; Wydział Nauk Technicznych
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Uczelnia Jana Wyżykowskiego; Wydział Nauk Technicznych
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
automatyka i robotyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)
fizyka (Obszar nauk ścisłych/dziedzina nauk fizycznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Akademia Finansów i Biznesu Vistula; Wydział Inżynierski
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Licencjat lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
automatyka i robotyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)
fizyka (Obszar nauk ścisłych/dziedzina nauk fizycznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Akademia Finansów i Biznesu Vistula; Wydział Inżynierski
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
automatyka i robotyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)
fizyka (Obszar nauk ścisłych/dziedzina nauk fizycznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Akademia Finansów i Biznesu Vistula; Wydział Inżynierski
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
automatyka i robotyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)
fizyka (Obszar nauk ścisłych/dziedzina nauk fizycznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Akademia Finansów i Biznesu Vistula; Wydział Inżynierski
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
automatyka i robotyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)
fizyka (Obszar nauk ścisłych/dziedzina nauk fizycznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Akademia Finansów i Biznesu Vistula; Wydział Inżynierski
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
automatyka i robotyka (Obszar nauk technicznych/dziedzina nauk technicznych)
elektronika (Obszar nauk technicznych/dziedzina nauk technicznych)
elektrotechnika (Obszar nauk technicznych/dziedzina nauk technicznych)
fizyka (Obszar nauk ścisłych/dziedzina nauk fizycznych)
informatyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)
matematyka (Obszar nauk ścisłych/dziedzina nauk matematycznych)",Akademia Finansów i Biznesu Vistula; Wydział Inżynierski
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Akademia Humanistyczno-Ekonomiczna w Łodzi; Wydział Zamiejscowy w Świdnicy
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Akademia Humanistyczno-Ekonomiczna w Łodzi; Wydział Zamiejscowy w Świdnicy
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Akademia Humanistyczno-Ekonomiczna w Łodzi; Wydział Zamiejscowy w Świdnicy
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),"Prywatna Wyższa Szkoła Nauk Społecznych, Komputerowych i Medycznych z siedzibą w Warszawie"
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),"Prywatna Wyższa Szkoła Nauk Społecznych, Komputerowych i Medycznych z siedzibą w Warszawie"
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,"Prywatna Wyższa Szkoła Nauk Społecznych, Komputerowych i Medycznych z siedzibą w Warszawie"
Informatyka,Pierwszego stopnia,Nieokreślony,Nieokreślony,"Niestacjonarne, Stacjonarne",,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach; Wydział Zarządzania
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Stacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach; Wydział Zarządzania
Informatyka,Pierwszego stopnia,Ogólnoakademicki,Inżynier lub inny równorzędny,Niestacjonarne,"informatyka (Obszar nauk technicznych/dziedzina nauk technicznych)
ekonomia (Obszar nauk społecznych/dziedzina nauk ekonomicznych)",Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach; Wydział Zarządzania
Informatyka,Pierwszego stopnia,Praktyczny,Inżynier lub inny równorzędny,Niestacjonarne,informatyka (Obszar nauk technicznych/dziedzina nauk technicznych),Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu; Wydział Nauk Społecznych i Technicznych
